time,field,node,component,value
1.0,CSHEAR1  SECONDARY_ONE/PRIMARY_ONE,8,0,-1.2868560249682233e-38
1.0,CSHEAR1  SECONDARY_TWO/PRIMARY_TWO,10,0,9.810194438481321e-37
1.0,CSHEAR1  SECONDARY_TWO/PRIMARY_TWO,11,0,1.0386509329094952e-36
1.0,CSHEAR1  SECONDARY_TWO/PRIMARY_TWO,13,0,9.81019443848132e-37
1.0,CSHEAR1  SECONDARY_TWO/PRIMARY_TWO,16,0,1.038650932909495e-36
1.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,2,0,0.0
1.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,2,1,1.2341945316964634e-42
1.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,3,0,0.0
1.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,3,1,2.021388717133965e-42
1.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,5,0,3.2555832488302957e-45
1.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,5,1,-1.2341945316964631e-42
1.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,8,0,-3.2555832488302957e-45
1.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,8,1,-2.021388717133965e-42
1.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,10,0,0.0
1.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,10,1,-3.0819634778220327e-40
1.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,11,0,0.0
1.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,11,1,-3.2630181404726512e-40
1.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,13,0,-3.1724908091473586e-43
1.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,13,1,3.0819634778220327e-40
1.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,16,0,3.1724908091473586e-43
1.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,16,1,3.2630181404726516e-40
1.0,CSLIP1   SECONDARY_ONE/PRIMARY_ONE,2,0,-1.783803167515805e-52
1.0,CSLIP1   SECONDARY_ONE/PRIMARY_ONE,3,0,-5.1247590551310465e-52
1.0,CSLIP1   SECONDARY_TWO/PRIMARY_TWO,10,0,6.348024662116076e-50
1.0,CSLIP1   SECONDARY_TWO/PRIMARY_TWO,11,0,7.116444516268169e-50
1.0,HFL      SECONDARY_ONE/PRIMARY_ONE,2,0,332193.50296691235
1.0,HFL      SECONDARY_ONE/PRIMARY_ONE,3,0,332193.50296691235
1.0,HFL      SECONDARY_TWO/PRIMARY_TWO,10,0,332193.50296691235
1.0,HFL      SECONDARY_TWO/PRIMARY_TWO,11,0,332193.5029669112
2.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,2,0,-1570.7963267949606
2.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,2,1,0.0
2.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,3,0,-1570.7963267949604
2.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,3,1,0.0
2.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,5,0,1570.7963267949604
2.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,5,1,0.0
2.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,8,0,1570.7963267949604
2.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,8,1,0.0
2.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,10,0,-3141.5926535898507
2.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,10,1,0.0
2.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,11,0,-3141.5926535897152
2.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,11,1,0.0
2.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,13,0,3141.5926535898507
2.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,13,1,0.0
2.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,16,0,3141.5926535897156
2.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,16,1,0.0
2.0,COPEN    SECONDARY_ONE/PRIMARY_ONE,2,0,-1.0000000000000412e-05
2.0,COPEN    SECONDARY_ONE/PRIMARY_ONE,3,0,-1.0000000000000412e-05
2.0,COPEN    SECONDARY_TWO/PRIMARY_TWO,10,0,-1.0000000000000409e-05
2.0,COPEN    SECONDARY_TWO/PRIMARY_TWO,11,0,-9.999999999999545e-06
2.0,CPRESS   SECONDARY_ONE/PRIMARY_ONE,2,0,10000000.000000415
2.0,CPRESS   SECONDARY_ONE/PRIMARY_ONE,3,0,10000000.000000417
2.0,CPRESS   SECONDARY_ONE/PRIMARY_ONE,5,0,10000000.000000414
2.0,CPRESS   SECONDARY_ONE/PRIMARY_ONE,8,0,10000000.000000417
2.0,CPRESS   SECONDARY_TWO/PRIMARY_TWO,10,0,10000000.000000196
2.0,CPRESS   SECONDARY_TWO/PRIMARY_TWO,11,0,9999999.999999763
2.0,CPRESS   SECONDARY_TWO/PRIMARY_TWO,13,0,10000000.000000194
2.0,CPRESS   SECONDARY_TWO/PRIMARY_TWO,16,0,9999999.999999763
2.0,CSHEAR1  SECONDARY_ONE/PRIMARY_ONE,2,0,300000.0000000124
2.0,CSHEAR1  SECONDARY_ONE/PRIMARY_ONE,3,0,300000.0000000124
2.0,CSHEAR1  SECONDARY_ONE/PRIMARY_ONE,5,0,300000.0000000124
2.0,CSHEAR1  SECONDARY_ONE/PRIMARY_ONE,8,0,300000.0000000124
2.0,CSHEAR1  SECONDARY_TWO/PRIMARY_TWO,10,0,150000.0000000029
2.0,CSHEAR1  SECONDARY_TWO/PRIMARY_TWO,11,0,149999.99999999645
2.0,CSHEAR1  SECONDARY_TWO/PRIMARY_TWO,13,0,150000.00000000288
2.0,CSHEAR1  SECONDARY_TWO/PRIMARY_TWO,16,0,149999.99999999642
2.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,2,0,0.0
2.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,2,1,-47.123889803848805
2.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,3,0,0.0
2.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,3,1,-47.123889803848797
2.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,5,0,-0.09424777960769376
2.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,5,1,47.123889803848805
2.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,8,0,0.09424777960769376
2.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,8,1,47.123889803848797
2.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,10,0,0.0
2.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,10,1,-47.123889803847753
2.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,11,0,0.0
2.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,11,1,-47.123889803845728
2.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,13,0,-0.047123889803846873
2.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,13,1,47.123889803847753
2.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,16,0,0.047123889803846873
2.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,16,1,47.123889803845728
2.0,CSLIP1   SECONDARY_ONE/PRIMARY_ONE,2,0,1e-08
2.0,CSLIP1   SECONDARY_ONE/PRIMARY_ONE,3,0,1e-08
2.0,CSLIP1   SECONDARY_TWO/PRIMARY_TWO,10,0,9.999999999999999e-09
2.0,CSLIP1   SECONDARY_TWO/PRIMARY_TWO,11,0,1e-08
2.0,HFL      SECONDARY_ONE/PRIMARY_ONE,2,0,332193.50296691
2.0,HFL      SECONDARY_ONE/PRIMARY_ONE,3,0,332193.5029669112
2.0,HFL      SECONDARY_TWO/PRIMARY_TWO,10,0,332193.5029669112
2.0,HFL      SECONDARY_TWO/PRIMARY_TWO,11,0,332193.50296691
3.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,2,0,-1570.7963267949601
3.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,2,1,0.0
3.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,3,0,-1570.7963267949599
3.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,3,1,0.0
3.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,5,0,1570.7963267949601
3.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,5,1,0.0
3.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,8,0,1570.7963267949599
3.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,8,1,0.0
3.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,10,0,-3141.5926535898502
3.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,10,1,0.0
3.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,11,0,-3141.5926535897138
3.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,11,1,0.0
3.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,13,0,3141.5926535898502
3.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,13,1,0.0
3.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,16,0,3141.5926535897142
3.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,16,1,0.0
3.0,COPEN    SECONDARY_ONE/PRIMARY_ONE,2,0,-1.0000000000000412e-05
3.0,COPEN    SECONDARY_ONE/PRIMARY_ONE,3,0,-1.0000000000000412e-05
3.0,COPEN    SECONDARY_TWO/PRIMARY_TWO,10,0,-1.0000000000000409e-05
3.0,COPEN    SECONDARY_TWO/PRIMARY_TWO,11,0,-9.999999999999545e-06
3.0,CPRESS   SECONDARY_ONE/PRIMARY_ONE,2,0,10000000.000000412
3.0,CPRESS   SECONDARY_ONE/PRIMARY_ONE,3,0,10000000.000000414
3.0,CPRESS   SECONDARY_ONE/PRIMARY_ONE,5,0,10000000.000000412
3.0,CPRESS   SECONDARY_ONE/PRIMARY_ONE,8,0,10000000.000000414
3.0,CPRESS   SECONDARY_TWO/PRIMARY_TWO,10,0,10000000.000000194
3.0,CPRESS   SECONDARY_TWO/PRIMARY_TWO,11,0,9999999.99999976
3.0,CPRESS   SECONDARY_TWO/PRIMARY_TWO,13,0,10000000.000000192
3.0,CPRESS   SECONDARY_TWO/PRIMARY_TWO,16,0,9999999.99999976
3.0,CSHEAR1  SECONDARY_ONE/PRIMARY_ONE,2,0,3000000.000000124
3.0,CSHEAR1  SECONDARY_ONE/PRIMARY_ONE,3,0,3000000.0000001234
3.0,CSHEAR1  SECONDARY_ONE/PRIMARY_ONE,5,0,3000000.000000124
3.0,CSHEAR1  SECONDARY_ONE/PRIMARY_ONE,8,0,3000000.0000001234
3.0,CSHEAR1  SECONDARY_TWO/PRIMARY_TWO,10,0,3000000.0000000577
3.0,CSHEAR1  SECONDARY_TWO/PRIMARY_TWO,11,0,2999999.9999999274
3.0,CSHEAR1  SECONDARY_TWO/PRIMARY_TWO,13,0,3000000.0000000573
3.0,CSHEAR1  SECONDARY_TWO/PRIMARY_TWO,16,0,2999999.999999928
3.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,2,0,0.0
3.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,2,1,-471.23889803848806
3.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,3,0,0.0
3.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,3,1,-471.23889803848789
3.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,5,0,-0.94247779607693749
3.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,5,1,471.23889803848806
3.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,8,0,0.94247779607693749
3.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,8,1,471.23889803848789
3.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,10,0,0.0
3.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,10,1,-942.47779607695497
3.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,11,0,0.0
3.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,11,1,-942.47779607691405
3.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,13,0,-0.94247779607693727
3.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,13,1,942.47779607695497
3.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,16,0,0.94247779607693727
3.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,16,1,942.47779607691427
3.0,CSLIP1   SECONDARY_ONE/PRIMARY_ONE,2,0,2.0000000000000003e-06
3.0,CSLIP1   SECONDARY_ONE/PRIMARY_ONE,3,0,2.0000000000000003e-06
3.0,CSLIP1   SECONDARY_TWO/PRIMARY_TWO,10,0,2e-06
3.0,CSLIP1   SECONDARY_TWO/PRIMARY_TWO,11,0,2.0000000000000003e-06
3.0,HFL      SECONDARY_ONE/PRIMARY_ONE,2,0,332193.5029669112
3.0,HFL      SECONDARY_ONE/PRIMARY_ONE,3,0,332193.5029669112
3.0,HFL      SECONDARY_TWO/PRIMARY_TWO,10,0,332193.50296691235
3.0,HFL      SECONDARY_TWO/PRIMARY_TWO,11,0,332193.5029669112
4.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,2,0,-1570.7963267949604
4.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,2,1,0.0
4.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,3,0,-1570.7963267949597
4.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,3,1,0.0
4.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,5,0,1570.7963267949604
4.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,5,1,0.0
4.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,8,0,1570.7963267949597
4.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,8,1,0.0
4.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,10,0,-3141.5926535898502
4.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,10,1,0.0
4.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,11,0,-3141.5926535897142
4.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,11,1,0.0
4.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,13,0,3141.5926535898507
4.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,13,1,0.0
4.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,16,0,3141.5926535897147
4.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,16,1,0.0
4.0,COPEN    SECONDARY_ONE/PRIMARY_ONE,2,0,-1.0000000000000412e-05
4.0,COPEN    SECONDARY_ONE/PRIMARY_ONE,3,0,-1.0000000000000412e-05
4.0,COPEN    SECONDARY_TWO/PRIMARY_TWO,10,0,-1.0000000000000409e-05
4.0,COPEN    SECONDARY_TWO/PRIMARY_TWO,11,0,-9.999999999999545e-06
4.0,CPRESS   SECONDARY_ONE/PRIMARY_ONE,2,0,10000000.000000414
4.0,CPRESS   SECONDARY_ONE/PRIMARY_ONE,3,0,10000000.000000412
4.0,CPRESS   SECONDARY_ONE/PRIMARY_ONE,5,0,10000000.000000414
4.0,CPRESS   SECONDARY_ONE/PRIMARY_ONE,8,0,10000000.000000412
4.0,CPRESS   SECONDARY_TWO/PRIMARY_TWO,10,0,10000000.000000194
4.0,CPRESS   SECONDARY_TWO/PRIMARY_TWO,11,0,9999999.999999762
4.0,CPRESS   SECONDARY_TWO/PRIMARY_TWO,13,0,10000000.000000194
4.0,CPRESS   SECONDARY_TWO/PRIMARY_TWO,16,0,9999999.999999762
4.0,CSHEAR1  SECONDARY_ONE/PRIMARY_ONE,2,0,2970000.00000012
4.0,CSHEAR1  SECONDARY_ONE/PRIMARY_ONE,3,0,2970000.000000119
4.0,CSHEAR1  SECONDARY_ONE/PRIMARY_ONE,5,0,2970000.0000001197
4.0,CSHEAR1  SECONDARY_ONE/PRIMARY_ONE,8,0,2970000.000000119
4.0,CSHEAR1  SECONDARY_TWO/PRIMARY_TWO,10,0,2985000.0000000563
4.0,CSHEAR1  SECONDARY_TWO/PRIMARY_TWO,11,0,2984999.9999999274
4.0,CSHEAR1  SECONDARY_TWO/PRIMARY_TWO,13,0,2985000.0000000563
4.0,CSHEAR1  SECONDARY_TWO/PRIMARY_TWO,16,0,2984999.9999999274
4.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,2,0,0.0
4.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,2,1,-466.52650905810282
4.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,3,0,0.0
4.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,3,1,-466.52650905810253
4.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,5,0,-0.93305301811616725
4.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,5,1,466.52650905810276
4.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,8,0,0.93305301811616725
4.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,8,1,466.52650905810253
4.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,10,0,0.0
4.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,10,1,-937.76540709656979
4.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,11,0,0.0
4.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,11,1,-937.76540709652932
4.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,13,0,-0.93776540709655221
4.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,13,1,937.76540709657002
4.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,16,0,0.93776540709655221
4.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,16,1,937.76540709652943
4.0,CSLIP1   SECONDARY_ONE/PRIMARY_ONE,2,0,1.9990000000000003e-06
4.0,CSLIP1   SECONDARY_ONE/PRIMARY_ONE,3,0,1.9990000000000003e-06
4.0,CSLIP1   SECONDARY_TWO/PRIMARY_TWO,10,0,1.999e-06
4.0,CSLIP1   SECONDARY_TWO/PRIMARY_TWO,11,0,1.9990000000000003e-06
4.0,HFL      SECONDARY_ONE/PRIMARY_ONE,2,0,332193.5029669112
4.0,HFL      SECONDARY_ONE/PRIMARY_ONE,3,0,332193.5029669112
4.0,HFL      SECONDARY_TWO/PRIMARY_TWO,10,0,332193.50296691345
4.0,HFL      SECONDARY_TWO/PRIMARY_TWO,11,0,332193.50296691235
5.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,2,0,-1570.7963267949601
5.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,2,1,0.0
5.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,3,0,-1570.7963267949599
5.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,3,1,0.0
5.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,5,0,1570.7963267949601
5.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,5,1,0.0
5.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,8,0,1570.7963267949599
5.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,8,1,0.0
5.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,10,0,-3141.5926535898502
5.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,10,1,0.0
5.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,11,0,-3141.5926535897142
5.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,11,1,0.0
5.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,13,0,3141.5926535898507
5.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,13,1,0.0
5.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,16,0,3141.5926535897147
5.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,16,1,0.0
5.0,COPEN    SECONDARY_ONE/PRIMARY_ONE,2,0,-1.0000000000000412e-05
5.0,COPEN    SECONDARY_ONE/PRIMARY_ONE,3,0,-1.0000000000000412e-05
5.0,COPEN    SECONDARY_TWO/PRIMARY_TWO,10,0,-1.0000000000000409e-05
5.0,COPEN    SECONDARY_TWO/PRIMARY_TWO,11,0,-9.999999999999545e-06
5.0,CPRESS   SECONDARY_ONE/PRIMARY_ONE,2,0,10000000.000000412
5.0,CPRESS   SECONDARY_ONE/PRIMARY_ONE,3,0,10000000.000000414
5.0,CPRESS   SECONDARY_ONE/PRIMARY_ONE,5,0,10000000.000000412
5.0,CPRESS   SECONDARY_ONE/PRIMARY_ONE,8,0,10000000.000000414
5.0,CPRESS   SECONDARY_TWO/PRIMARY_TWO,10,0,10000000.000000194
5.0,CPRESS   SECONDARY_TWO/PRIMARY_TWO,11,0,9999999.999999762
5.0,CPRESS   SECONDARY_TWO/PRIMARY_TWO,13,0,10000000.000000194
5.0,CPRESS   SECONDARY_TWO/PRIMARY_TWO,16,0,9999999.999999762
5.0,CSHEAR1  SECONDARY_ONE/PRIMARY_ONE,2,0,-3000000.000000124
5.0,CSHEAR1  SECONDARY_ONE/PRIMARY_ONE,3,0,-3000000.0000001234
5.0,CSHEAR1  SECONDARY_ONE/PRIMARY_ONE,5,0,-3000000.000000124
5.0,CSHEAR1  SECONDARY_ONE/PRIMARY_ONE,8,0,-3000000.0000001234
5.0,CSHEAR1  SECONDARY_TWO/PRIMARY_TWO,10,0,-3000000.0000000577
5.0,CSHEAR1  SECONDARY_TWO/PRIMARY_TWO,11,0,-2999999.9999999283
5.0,CSHEAR1  SECONDARY_TWO/PRIMARY_TWO,13,0,-3000000.0000000577
5.0,CSHEAR1  SECONDARY_TWO/PRIMARY_TWO,16,0,-2999999.9999999283
5.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,2,0,0.0
5.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,2,1,471.23889803848806
5.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,3,0,0.0
5.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,3,1,471.23889803848789
5.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,5,0,0.94247779607693749
5.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,5,1,-471.23889803848806
5.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,8,0,-0.94247779607693749
5.0,CSHEARF  SECONDARY_ONE/PRIMARY_ONE,8,1,-471.23889803848789
5.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,10,0,0.0
5.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,10,1,942.47779607695497
5.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,11,0,0.0
5.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,11,1,942.47779607691427
5.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,13,0,0.94247779607693727
5.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,13,1,-942.47779607695509
5.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,16,0,-0.94247779607693727
5.0,CSHEARF  SECONDARY_TWO/PRIMARY_TWO,16,1,-942.47779607691439
5.0,CSLIP1   SECONDARY_ONE/PRIMARY_ONE,2,0,-2.0000000000000008e-06
5.0,CSLIP1   SECONDARY_ONE/PRIMARY_ONE,3,0,-2e-06
5.0,CSLIP1   SECONDARY_TWO/PRIMARY_TWO,10,0,-2.0000000000000003e-06
5.0,CSLIP1   SECONDARY_TWO/PRIMARY_TWO,11,0,-2e-06
5.0,HFL      SECONDARY_ONE/PRIMARY_ONE,2,0,332193.50296691235
5.0,HFL      SECONDARY_ONE/PRIMARY_ONE,3,0,332193.5029669112
5.0,HFL      SECONDARY_TWO/PRIMARY_TWO,10,0,332193.5029669112
5.0,HFL      SECONDARY_TWO/PRIMARY_TWO,11,0,332193.5029669112
6.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,2,0,0.0
6.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,2,1,0.0
6.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,3,0,0.0
6.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,3,1,0.0
6.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,5,0,0.0
6.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,5,1,0.0
6.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,8,0,0.0
6.0,CNORMF   SECONDARY_ONE/PRIMARY_ONE,8,1,0.0
6.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,10,0,0.0
6.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,10,1,0.0
6.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,11,0,0.0
6.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,11,1,0.0
6.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,13,0,0.0
6.0,CNORMF   SECONDARY_TWO/PRIMARY_TWO,13,1,0.0
